sample_id,project_split,official_split,image_relpath,map_relpath
189646,train,train,images/images/train/COCO_train2014_000000189646.jpg,maps/train/COCO_train2014_000000189646.png
189656,train,train,images/images/train/COCO_train2014_000000189656.jpg,maps/train/COCO_train2014_000000189656.png
189735,train,train,images/images/train/COCO_train2014_000000189735.jpg,maps/train/COCO_train2014_000000189735.png
189789,train,train,images/images/train/COCO_train2014_000000189789.jpg,maps/train/COCO_train2014_000000189789.png
189805,train,train,images/images/train/COCO_train2014_000000189805.jpg,maps/train/COCO_train2014_000000189805.png
189814,train,train,images/images/train/COCO_train2014_000000189814.jpg,maps/train/COCO_train2014_000000189814.png
189951,train,train,images/images/train/COCO_train2014_000000189951.jpg,maps/train/COCO_train2014_000000189951.png
189957,train,train,images/images/train/COCO_train2014_000000189957.jpg,maps/train/COCO_train2014_000000189957.png
189996,train,train,images/images/train/COCO_train2014_000000189996.jpg,maps/train/COCO_train2014_000000189996.png
189998,train,train,images/images/train/COCO_train2014_000000189998.jpg,maps/train/COCO_train2014_000000189998.png
190016,train,train,images/images/train/COCO_train2014_000000190016.jpg,maps/train/COCO_train2014_000000190016.png
190026,train,train,images/images/train/COCO_train2014_000000190026.jpg,maps/train/COCO_train2014_000000190026.png
190064,train,train,images/images/train/COCO_train2014_000000190064.jpg,maps/train/COCO_train2014_000000190064.png
190117,train,train,images/images/train/COCO_train2014_000000190117.jpg,maps/train/COCO_train2014_000000190117.png
190136,train,train,images/images/train/COCO_train2014_000000190136.jpg,maps/train/COCO_train2014_000000190136.png
190334,train,train,images/images/train/COCO_train2014_000000190334.jpg,maps/train/COCO_train2014_000000190334.png
190387,train,train,images/images/train/COCO_train2014_000000190387.jpg,maps/train/COCO_train2014_000000190387.png
190547,train,train,images/images/train/COCO_train2014_000000190547.jpg,maps/train/COCO_train2014_000000190547.png
190573,train,train,images/images/train/COCO_train2014_000000190573.jpg,maps/train/COCO_train2014_000000190573.png
190670,train,train,images/images/train/COCO_train2014_000000190670.jpg,maps/train/COCO_train2014_000000190670.png
19074,train,train,images/images/train/COCO_train2014_000000019074.jpg,maps/train/COCO_train2014_000000019074.png
190905,train,train,images/images/train/COCO_train2014_000000190905.jpg,maps/train/COCO_train2014_000000190905.png
190994,train,train,images/images/train/COCO_train2014_000000190994.jpg,maps/train/COCO_train2014_000000190994.png
191031,train,train,images/images/train/COCO_train2014_000000191031.jpg,maps/train/COCO_train2014_000000191031.png
191072,train,train,images/images/train/COCO_train2014_000000191072.jpg,maps/train/COCO_train2014_000000191072.png
191101,train,train,images/images/train/COCO_train2014_000000191101.jpg,maps/train/COCO_train2014_000000191101.png
191102,train,train,images/images/train/COCO_train2014_000000191102.jpg,maps/train/COCO_train2014_000000191102.png
191190,train,train,images/images/train/COCO_train2014_000000191190.jpg,maps/train/COCO_train2014_000000191190.png
191230,train,train,images/images/train/COCO_train2014_000000191230.jpg,maps/train/COCO_train2014_000000191230.png
191321,train,train,images/images/train/COCO_train2014_000000191321.jpg,maps/train/COCO_train2014_000000191321.png
191325,train,train,images/images/train/COCO_train2014_000000191325.jpg,maps/train/COCO_train2014_000000191325.png
191327,train,train,images/images/train/COCO_train2014_000000191327.jpg,maps/train/COCO_train2014_000000191327.png
191376,train,train,images/images/train/COCO_train2014_000000191376.jpg,maps/train/COCO_train2014_000000191376.png
191417,train,train,images/images/train/COCO_train2014_000000191417.jpg,maps/train/COCO_train2014_000000191417.png
191439,train,train,images/images/train/COCO_train2014_000000191439.jpg,maps/train/COCO_train2014_000000191439.png
191457,train,train,images/images/train/COCO_train2014_000000191457.jpg,maps/train/COCO_train2014_000000191457.png
191561,train,train,images/images/train/COCO_train2014_000000191561.jpg,maps/train/COCO_train2014_000000191561.png
191651,train,train,images/images/train/COCO_train2014_000000191651.jpg,maps/train/COCO_train2014_000000191651.png
191667,train,train,images/images/train/COCO_train2014_000000191667.jpg,maps/train/COCO_train2014_000000191667.png
191690,train,train,images/images/train/COCO_train2014_000000191690.jpg,maps/train/COCO_train2014_000000191690.png
191729,train,train,images/images/train/COCO_train2014_000000191729.jpg,maps/train/COCO_train2014_000000191729.png
191805,train,train,images/images/train/COCO_train2014_000000191805.jpg,maps/train/COCO_train2014_000000191805.png
191945,train,train,images/images/train/COCO_train2014_000000191945.jpg,maps/train/COCO_train2014_000000191945.png
191962,train,train,images/images/train/COCO_train2014_000000191962.jpg,maps/train/COCO_train2014_000000191962.png
191994,train,train,images/images/train/COCO_train2014_000000191994.jpg,maps/train/COCO_train2014_000000191994.png
192104,train,train,images/images/train/COCO_train2014_000000192104.jpg,maps/train/COCO_train2014_000000192104.png
192114,train,train,images/images/train/COCO_train2014_000000192114.jpg,maps/train/COCO_train2014_000000192114.png
192196,train,train,images/images/train/COCO_train2014_000000192196.jpg,maps/train/COCO_train2014_000000192196.png
192234,train,train,images/images/train/COCO_train2014_000000192234.jpg,maps/train/COCO_train2014_000000192234.png
192464,train,train,images/images/train/COCO_train2014_000000192464.jpg,maps/train/COCO_train2014_000000192464.png
19250,train,train,images/images/train/COCO_train2014_000000019250.jpg,maps/train/COCO_train2014_000000019250.png
192524,train,train,images/images/train/COCO_train2014_000000192524.jpg,maps/train/COCO_train2014_000000192524.png
192576,train,train,images/images/train/COCO_train2014_000000192576.jpg,maps/train/COCO_train2014_000000192576.png
192585,train,train,images/images/train/COCO_train2014_000000192585.jpg,maps/train/COCO_train2014_000000192585.png
1926,train,train,images/images/train/COCO_train2014_000000001926.jpg,maps/train/COCO_train2014_000000001926.png
192710,train,train,images/images/train/COCO_train2014_000000192710.jpg,maps/train/COCO_train2014_000000192710.png
192723,train,train,images/images/train/COCO_train2014_000000192723.jpg,maps/train/COCO_train2014_000000192723.png
192745,train,train,images/images/train/COCO_train2014_000000192745.jpg,maps/train/COCO_train2014_000000192745.png
192759,train,train,images/images/train/COCO_train2014_000000192759.jpg,maps/train/COCO_train2014_000000192759.png
192768,train,train,images/images/train/COCO_train2014_000000192768.jpg,maps/train/COCO_train2014_000000192768.png
192799,train,train,images/images/train/COCO_train2014_000000192799.jpg,maps/train/COCO_train2014_000000192799.png
192835,train,train,images/images/train/COCO_train2014_000000192835.jpg,maps/train/COCO_train2014_000000192835.png
192852,train,train,images/images/train/COCO_train2014_000000192852.jpg,maps/train/COCO_train2014_000000192852.png
192878,train,train,images/images/train/COCO_train2014_000000192878.jpg,maps/train/COCO_train2014_000000192878.png
192928,train,train,images/images/train/COCO_train2014_000000192928.jpg,maps/train/COCO_train2014_000000192928.png
192931,train,train,images/images/train/COCO_train2014_000000192931.jpg,maps/train/COCO_train2014_000000192931.png
192994,train,train,images/images/train/COCO_train2014_000000192994.jpg,maps/train/COCO_train2014_000000192994.png
193193,train,train,images/images/train/COCO_train2014_000000193193.jpg,maps/train/COCO_train2014_000000193193.png
193222,train,train,images/images/train/COCO_train2014_000000193222.jpg,maps/train/COCO_train2014_000000193222.png
193246,train,train,images/images/train/COCO_train2014_000000193246.jpg,maps/train/COCO_train2014_000000193246.png
193452,train,train,images/images/train/COCO_train2014_000000193452.jpg,maps/train/COCO_train2014_000000193452.png
193471,train,train,images/images/train/COCO_train2014_000000193471.jpg,maps/train/COCO_train2014_000000193471.png
193479,train,train,images/images/train/COCO_train2014_000000193479.jpg,maps/train/COCO_train2014_000000193479.png
193488,train,train,images/images/train/COCO_train2014_000000193488.jpg,maps/train/COCO_train2014_000000193488.png
193506,train,train,images/images/train/COCO_train2014_000000193506.jpg,maps/train/COCO_train2014_000000193506.png
193579,train,train,images/images/train/COCO_train2014_000000193579.jpg,maps/train/COCO_train2014_000000193579.png
193594,train,train,images/images/train/COCO_train2014_000000193594.jpg,maps/train/COCO_train2014_000000193594.png
194154,train,train,images/images/train/COCO_train2014_000000194154.jpg,maps/train/COCO_train2014_000000194154.png
194235,train,train,images/images/train/COCO_train2014_000000194235.jpg,maps/train/COCO_train2014_000000194235.png
194247,train,train,images/images/train/COCO_train2014_000000194247.jpg,maps/train/COCO_train2014_000000194247.png
194336,train,train,images/images/train/COCO_train2014_000000194336.jpg,maps/train/COCO_train2014_000000194336.png
194346,train,train,images/images/train/COCO_train2014_000000194346.jpg,maps/train/COCO_train2014_000000194346.png
194459,train,train,images/images/train/COCO_train2014_000000194459.jpg,maps/train/COCO_train2014_000000194459.png
19450,train,train,images/images/train/COCO_train2014_000000019450.jpg,maps/train/COCO_train2014_000000019450.png
194528,train,train,images/images/train/COCO_train2014_000000194528.jpg,maps/train/COCO_train2014_000000194528.png
194540,train,train,images/images/train/COCO_train2014_000000194540.jpg,maps/train/COCO_train2014_000000194540.png
194698,train,train,images/images/train/COCO_train2014_000000194698.jpg,maps/train/COCO_train2014_000000194698.png
194700,train,train,images/images/train/COCO_train2014_000000194700.jpg,maps/train/COCO_train2014_000000194700.png
194774,train,train,images/images/train/COCO_train2014_000000194774.jpg,maps/train/COCO_train2014_000000194774.png
194820,train,train,images/images/train/COCO_train2014_000000194820.jpg,maps/train/COCO_train2014_000000194820.png
194907,train,train,images/images/train/COCO_train2014_000000194907.jpg,maps/train/COCO_train2014_000000194907.png
194943,train,train,images/images/train/COCO_train2014_000000194943.jpg,maps/train/COCO_train2014_000000194943.png
195163,train,train,images/images/train/COCO_train2014_000000195163.jpg,maps/train/COCO_train2014_000000195163.png
19528,train,train,images/images/train/COCO_train2014_000000019528.jpg,maps/train/COCO_train2014_000000019528.png
195316,train,train,images/images/train/COCO_train2014_000000195316.jpg,maps/train/COCO_train2014_000000195316.png
195352,train,train,images/images/train/COCO_train2014_000000195352.jpg,maps/train/COCO_train2014_000000195352.png
195449,train,train,images/images/train/COCO_train2014_000000195449.jpg,maps/train/COCO_train2014_000000195449.png
19546,train,train,images/images/train/COCO_train2014_000000019546.jpg,maps/train/COCO_train2014_000000019546.png
195484,train,train,images/images/train/COCO_train2014_000000195484.jpg,maps/train/COCO_train2014_000000195484.png
195696,train,train,images/images/train/COCO_train2014_000000195696.jpg,maps/train/COCO_train2014_000000195696.png
195797,train,train,images/images/train/COCO_train2014_000000195797.jpg,maps/train/COCO_train2014_000000195797.png
1958,train,train,images/images/train/COCO_train2014_000000001958.jpg,maps/train/COCO_train2014_000000001958.png
195806,train,train,images/images/train/COCO_train2014_000000195806.jpg,maps/train/COCO_train2014_000000195806.png
195927,train,train,images/images/train/COCO_train2014_000000195927.jpg,maps/train/COCO_train2014_000000195927.png
195949,train,train,images/images/train/COCO_train2014_000000195949.jpg,maps/train/COCO_train2014_000000195949.png
195998,train,train,images/images/train/COCO_train2014_000000195998.jpg,maps/train/COCO_train2014_000000195998.png
196156,train,train,images/images/train/COCO_train2014_000000196156.jpg,maps/train/COCO_train2014_000000196156.png
196170,train,train,images/images/train/COCO_train2014_000000196170.jpg,maps/train/COCO_train2014_000000196170.png
196205,train,train,images/images/train/COCO_train2014_000000196205.jpg,maps/train/COCO_train2014_000000196205.png
196226,train,train,images/images/train/COCO_train2014_000000196226.jpg,maps/train/COCO_train2014_000000196226.png
19635,train,train,images/images/train/COCO_train2014_000000019635.jpg,maps/train/COCO_train2014_000000019635.png
1966,train,train,images/images/train/COCO_train2014_000000001966.jpg,maps/train/COCO_train2014_000000001966.png
196608,train,train,images/images/train/COCO_train2014_000000196608.jpg,maps/train/COCO_train2014_000000196608.png
196623,train,train,images/images/train/COCO_train2014_000000196623.jpg,maps/train/COCO_train2014_000000196623.png
196686,train,train,images/images/train/COCO_train2014_000000196686.jpg,maps/train/COCO_train2014_000000196686.png
196721,train,train,images/images/train/COCO_train2014_000000196721.jpg,maps/train/COCO_train2014_000000196721.png
196748,train,train,images/images/train/COCO_train2014_000000196748.jpg,maps/train/COCO_train2014_000000196748.png
196785,train,train,images/images/train/COCO_train2014_000000196785.jpg,maps/train/COCO_train2014_000000196785.png
196851,train,train,images/images/train/COCO_train2014_000000196851.jpg,maps/train/COCO_train2014_000000196851.png
196888,train,train,images/images/train/COCO_train2014_000000196888.jpg,maps/train/COCO_train2014_000000196888.png
196899,train,train,images/images/train/COCO_train2014_000000196899.jpg,maps/train/COCO_train2014_000000196899.png
19695,train,train,images/images/train/COCO_train2014_000000019695.jpg,maps/train/COCO_train2014_000000019695.png
196971,train,train,images/images/train/COCO_train2014_000000196971.jpg,maps/train/COCO_train2014_000000196971.png
19698,train,train,images/images/train/COCO_train2014_000000019698.jpg,maps/train/COCO_train2014_000000019698.png
196981,train,train,images/images/train/COCO_train2014_000000196981.jpg,maps/train/COCO_train2014_000000196981.png
197005,train,train,images/images/train/COCO_train2014_000000197005.jpg,maps/train/COCO_train2014_000000197005.png
197029,train,train,images/images/train/COCO_train2014_000000197029.jpg,maps/train/COCO_train2014_000000197029.png
19707,train,train,images/images/train/COCO_train2014_000000019707.jpg,maps/train/COCO_train2014_000000019707.png
197071,train,train,images/images/train/COCO_train2014_000000197071.jpg,maps/train/COCO_train2014_000000197071.png
197155,train,train,images/images/train/COCO_train2014_000000197155.jpg,maps/train/COCO_train2014_000000197155.png
19725,train,train,images/images/train/COCO_train2014_000000019725.jpg,maps/train/COCO_train2014_000000019725.png
197273,train,train,images/images/train/COCO_train2014_000000197273.jpg,maps/train/COCO_train2014_000000197273.png
197305,train,train,images/images/train/COCO_train2014_000000197305.jpg,maps/train/COCO_train2014_000000197305.png
197307,train,train,images/images/train/COCO_train2014_000000197307.jpg,maps/train/COCO_train2014_000000197307.png
197427,train,train,images/images/train/COCO_train2014_000000197427.jpg,maps/train/COCO_train2014_000000197427.png
197503,train,train,images/images/train/COCO_train2014_000000197503.jpg,maps/train/COCO_train2014_000000197503.png
197551,train,train,images/images/train/COCO_train2014_000000197551.jpg,maps/train/COCO_train2014_000000197551.png
197568,train,train,images/images/train/COCO_train2014_000000197568.jpg,maps/train/COCO_train2014_000000197568.png
197705,train,train,images/images/train/COCO_train2014_000000197705.jpg,maps/train/COCO_train2014_000000197705.png
197807,train,train,images/images/train/COCO_train2014_000000197807.jpg,maps/train/COCO_train2014_000000197807.png
197851,train,train,images/images/train/COCO_train2014_000000197851.jpg,maps/train/COCO_train2014_000000197851.png
197863,train,train,images/images/train/COCO_train2014_000000197863.jpg,maps/train/COCO_train2014_000000197863.png
197886,train,train,images/images/train/COCO_train2014_000000197886.jpg,maps/train/COCO_train2014_000000197886.png
197888,train,train,images/images/train/COCO_train2014_000000197888.jpg,maps/train/COCO_train2014_000000197888.png
197934,train,train,images/images/train/COCO_train2014_000000197934.jpg,maps/train/COCO_train2014_000000197934.png
197980,train,train,images/images/train/COCO_train2014_000000197980.jpg,maps/train/COCO_train2014_000000197980.png
198030,train,train,images/images/train/COCO_train2014_000000198030.jpg,maps/train/COCO_train2014_000000198030.png
198057,train,train,images/images/train/COCO_train2014_000000198057.jpg,maps/train/COCO_train2014_000000198057.png
19828,train,train,images/images/train/COCO_train2014_000000019828.jpg,maps/train/COCO_train2014_000000019828.png
198319,train,train,images/images/train/COCO_train2014_000000198319.jpg,maps/train/COCO_train2014_000000198319.png
198327,train,train,images/images/train/COCO_train2014_000000198327.jpg,maps/train/COCO_train2014_000000198327.png
198396,train,train,images/images/train/COCO_train2014_000000198396.jpg,maps/train/COCO_train2014_000000198396.png
198558,train,train,images/images/train/COCO_train2014_000000198558.jpg,maps/train/COCO_train2014_000000198558.png
198561,train,train,images/images/train/COCO_train2014_000000198561.jpg,maps/train/COCO_train2014_000000198561.png
198596,train,train,images/images/train/COCO_train2014_000000198596.jpg,maps/train/COCO_train2014_000000198596.png
198607,train,train,images/images/train/COCO_train2014_000000198607.jpg,maps/train/COCO_train2014_000000198607.png
198611,train,train,images/images/train/COCO_train2014_000000198611.jpg,maps/train/COCO_train2014_000000198611.png
198620,train,train,images/images/train/COCO_train2014_000000198620.jpg,maps/train/COCO_train2014_000000198620.png
198622,train,train,images/images/train/COCO_train2014_000000198622.jpg,maps/train/COCO_train2014_000000198622.png
198654,train,train,images/images/train/COCO_train2014_000000198654.jpg,maps/train/COCO_train2014_000000198654.png
198704,train,train,images/images/train/COCO_train2014_000000198704.jpg,maps/train/COCO_train2014_000000198704.png
198735,train,train,images/images/train/COCO_train2014_000000198735.jpg,maps/train/COCO_train2014_000000198735.png
198762,train,train,images/images/train/COCO_train2014_000000198762.jpg,maps/train/COCO_train2014_000000198762.png
198786,train,train,images/images/train/COCO_train2014_000000198786.jpg,maps/train/COCO_train2014_000000198786.png
198856,train,train,images/images/train/COCO_train2014_000000198856.jpg,maps/train/COCO_train2014_000000198856.png
198993,train,train,images/images/train/COCO_train2014_000000198993.jpg,maps/train/COCO_train2014_000000198993.png
199021,train,train,images/images/train/COCO_train2014_000000199021.jpg,maps/train/COCO_train2014_000000199021.png
199063,train,train,images/images/train/COCO_train2014_000000199063.jpg,maps/train/COCO_train2014_000000199063.png
199119,train,train,images/images/train/COCO_train2014_000000199119.jpg,maps/train/COCO_train2014_000000199119.png
199151,train,train,images/images/train/COCO_train2014_000000199151.jpg,maps/train/COCO_train2014_000000199151.png
19926,train,train,images/images/train/COCO_train2014_000000019926.jpg,maps/train/COCO_train2014_000000019926.png
199363,train,train,images/images/train/COCO_train2014_000000199363.jpg,maps/train/COCO_train2014_000000199363.png
1994,train,train,images/images/train/COCO_train2014_000000001994.jpg,maps/train/COCO_train2014_000000001994.png
199460,train,train,images/images/train/COCO_train2014_000000199460.jpg,maps/train/COCO_train2014_000000199460.png
199487,train,train,images/images/train/COCO_train2014_000000199487.jpg,maps/train/COCO_train2014_000000199487.png
199527,train,train,images/images/train/COCO_train2014_000000199527.jpg,maps/train/COCO_train2014_000000199527.png
199554,train,train,images/images/train/COCO_train2014_000000199554.jpg,maps/train/COCO_train2014_000000199554.png
199577,train,train,images/images/train/COCO_train2014_000000199577.jpg,maps/train/COCO_train2014_000000199577.png
199715,train,train,images/images/train/COCO_train2014_000000199715.jpg,maps/train/COCO_train2014_000000199715.png
199721,train,train,images/images/train/COCO_train2014_000000199721.jpg,maps/train/COCO_train2014_000000199721.png
19980,train,train,images/images/train/COCO_train2014_000000019980.jpg,maps/train/COCO_train2014_000000019980.png
199841,train,train,images/images/train/COCO_train2014_000000199841.jpg,maps/train/COCO_train2014_000000199841.png
199913,train,train,images/images/train/COCO_train2014_000000199913.jpg,maps/train/COCO_train2014_000000199913.png
19994,train,train,images/images/train/COCO_train2014_000000019994.jpg,maps/train/COCO_train2014_000000019994.png
200031,train,train,images/images/train/COCO_train2014_000000200031.jpg,maps/train/COCO_train2014_000000200031.png
200133,train,train,images/images/train/COCO_train2014_000000200133.jpg,maps/train/COCO_train2014_000000200133.png
200138,train,train,images/images/train/COCO_train2014_000000200138.jpg,maps/train/COCO_train2014_000000200138.png
200289,train,train,images/images/train/COCO_train2014_000000200289.jpg,maps/train/COCO_train2014_000000200289.png
200351,train,train,images/images/train/COCO_train2014_000000200351.jpg,maps/train/COCO_train2014_000000200351.png
200404,train,train,images/images/train/COCO_train2014_000000200404.jpg,maps/train/COCO_train2014_000000200404.png
200464,train,train,images/images/train/COCO_train2014_000000200464.jpg,maps/train/COCO_train2014_000000200464.png
200483,train,train,images/images/train/COCO_train2014_000000200483.jpg,maps/train/COCO_train2014_000000200483.png
200678,train,train,images/images/train/COCO_train2014_000000200678.jpg,maps/train/COCO_train2014_000000200678.png
200680,train,train,images/images/train/COCO_train2014_000000200680.jpg,maps/train/COCO_train2014_000000200680.png
2007,train,train,images/images/train/COCO_train2014_000000002007.jpg,maps/train/COCO_train2014_000000002007.png
200735,train,train,images/images/train/COCO_train2014_000000200735.jpg,maps/train/COCO_train2014_000000200735.png
200778,train,train,images/images/train/COCO_train2014_000000200778.jpg,maps/train/COCO_train2014_000000200778.png
200782,train,train,images/images/train/COCO_train2014_000000200782.jpg,maps/train/COCO_train2014_000000200782.png
200867,train,train,images/images/train/COCO_train2014_000000200867.jpg,maps/train/COCO_train2014_000000200867.png
200879,train,train,images/images/train/COCO_train2014_000000200879.jpg,maps/train/COCO_train2014_000000200879.png
201003,train,train,images/images/train/COCO_train2014_000000201003.jpg,maps/train/COCO_train2014_000000201003.png
201018,train,train,images/images/train/COCO_train2014_000000201018.jpg,maps/train/COCO_train2014_000000201018.png
201062,train,train,images/images/train/COCO_train2014_000000201062.jpg,maps/train/COCO_train2014_000000201062.png
201123,train,train,images/images/train/COCO_train2014_000000201123.jpg,maps/train/COCO_train2014_000000201123.png
201145,train,train,images/images/train/COCO_train2014_000000201145.jpg,maps/train/COCO_train2014_000000201145.png
201184,train,train,images/images/train/COCO_train2014_000000201184.jpg,maps/train/COCO_train2014_000000201184.png
20133,train,train,images/images/train/COCO_train2014_000000020133.jpg,maps/train/COCO_train2014_000000020133.png
201406,train,train,images/images/train/COCO_train2014_000000201406.jpg,maps/train/COCO_train2014_000000201406.png
201476,train,train,images/images/train/COCO_train2014_000000201476.jpg,maps/train/COCO_train2014_000000201476.png
201519,train,train,images/images/train/COCO_train2014_000000201519.jpg,maps/train/COCO_train2014_000000201519.png
201607,train,train,images/images/train/COCO_train2014_000000201607.jpg,maps/train/COCO_train2014_000000201607.png
20168,train,train,images/images/train/COCO_train2014_000000020168.jpg,maps/train/COCO_train2014_000000020168.png
201702,train,train,images/images/train/COCO_train2014_000000201702.jpg,maps/train/COCO_train2014_000000201702.png
20172,train,train,images/images/train/COCO_train2014_000000020172.jpg,maps/train/COCO_train2014_000000020172.png
201724,train,train,images/images/train/COCO_train2014_000000201724.jpg,maps/train/COCO_train2014_000000201724.png
201738,train,train,images/images/train/COCO_train2014_000000201738.jpg,maps/train/COCO_train2014_000000201738.png
20182,train,train,images/images/train/COCO_train2014_000000020182.jpg,maps/train/COCO_train2014_000000020182.png
201897,train,train,images/images/train/COCO_train2014_000000201897.jpg,maps/train/COCO_train2014_000000201897.png
201940,train,train,images/images/train/COCO_train2014_000000201940.jpg,maps/train/COCO_train2014_000000201940.png
201969,train,train,images/images/train/COCO_train2014_000000201969.jpg,maps/train/COCO_train2014_000000201969.png
202066,train,train,images/images/train/COCO_train2014_000000202066.jpg,maps/train/COCO_train2014_000000202066.png
202070,train,train,images/images/train/COCO_train2014_000000202070.jpg,maps/train/COCO_train2014_000000202070.png
202099,train,train,images/images/train/COCO_train2014_000000202099.jpg,maps/train/COCO_train2014_000000202099.png
202112,train,train,images/images/train/COCO_train2014_000000202112.jpg,maps/train/COCO_train2014_000000202112.png
202131,train,train,images/images/train/COCO_train2014_000000202131.jpg,maps/train/COCO_train2014_000000202131.png
202168,train,train,images/images/train/COCO_train2014_000000202168.jpg,maps/train/COCO_train2014_000000202168.png
202226,train,train,images/images/train/COCO_train2014_000000202226.jpg,maps/train/COCO_train2014_000000202226.png
202372,train,train,images/images/train/COCO_train2014_000000202372.jpg,maps/train/COCO_train2014_000000202372.png
202414,train,train,images/images/train/COCO_train2014_000000202414.jpg,maps/train/COCO_train2014_000000202414.png
202767,train,train,images/images/train/COCO_train2014_000000202767.jpg,maps/train/COCO_train2014_000000202767.png
20279,train,train,images/images/train/COCO_train2014_000000020279.jpg,maps/train/COCO_train2014_000000020279.png
202855,train,train,images/images/train/COCO_train2014_000000202855.jpg,maps/train/COCO_train2014_000000202855.png
202888,train,train,images/images/train/COCO_train2014_000000202888.jpg,maps/train/COCO_train2014_000000202888.png
203021,train,train,images/images/train/COCO_train2014_000000203021.jpg,maps/train/COCO_train2014_000000203021.png
203034,train,train,images/images/train/COCO_train2014_000000203034.jpg,maps/train/COCO_train2014_000000203034.png
203160,train,train,images/images/train/COCO_train2014_000000203160.jpg,maps/train/COCO_train2014_000000203160.png
203236,train,train,images/images/train/COCO_train2014_000000203236.jpg,maps/train/COCO_train2014_000000203236.png
203304,train,train,images/images/train/COCO_train2014_000000203304.jpg,maps/train/COCO_train2014_000000203304.png
203388,train,train,images/images/train/COCO_train2014_000000203388.jpg,maps/train/COCO_train2014_000000203388.png
203458,train,train,images/images/train/COCO_train2014_000000203458.jpg,maps/train/COCO_train2014_000000203458.png
203511,train,train,images/images/train/COCO_train2014_000000203511.jpg,maps/train/COCO_train2014_000000203511.png
203601,train,train,images/images/train/COCO_train2014_000000203601.jpg,maps/train/COCO_train2014_000000203601.png
203730,train,train,images/images/train/COCO_train2014_000000203730.jpg,maps/train/COCO_train2014_000000203730.png
203765,train,train,images/images/train/COCO_train2014_000000203765.jpg,maps/train/COCO_train2014_000000203765.png
203778,train,train,images/images/train/COCO_train2014_000000203778.jpg,maps/train/COCO_train2014_000000203778.png
203867,train,train,images/images/train/COCO_train2014_000000203867.jpg,maps/train/COCO_train2014_000000203867.png
204021,train,train,images/images/train/COCO_train2014_000000204021.jpg,maps/train/COCO_train2014_000000204021.png
20418,train,train,images/images/train/COCO_train2014_000000020418.jpg,maps/train/COCO_train2014_000000020418.png
20421,train,train,images/images/train/COCO_train2014_000000020421.jpg,maps/train/COCO_train2014_000000020421.png
204217,train,train,images/images/train/COCO_train2014_000000204217.jpg,maps/train/COCO_train2014_000000204217.png
204225,train,train,images/images/train/COCO_train2014_000000204225.jpg,maps/train/COCO_train2014_000000204225.png
204272,train,train,images/images/train/COCO_train2014_000000204272.jpg,maps/train/COCO_train2014_000000204272.png
204273,train,train,images/images/train/COCO_train2014_000000204273.jpg,maps/train/COCO_train2014_000000204273.png
204351,train,train,images/images/train/COCO_train2014_000000204351.jpg,maps/train/COCO_train2014_000000204351.png
204386,train,train,images/images/train/COCO_train2014_000000204386.jpg,maps/train/COCO_train2014_000000204386.png
204422,train,train,images/images/train/COCO_train2014_000000204422.jpg,maps/train/COCO_train2014_000000204422.png
204505,train,train,images/images/train/COCO_train2014_000000204505.jpg,maps/train/COCO_train2014_000000204505.png
204526,train,train,images/images/train/COCO_train2014_000000204526.jpg,maps/train/COCO_train2014_000000204526.png
204529,train,train,images/images/train/COCO_train2014_000000204529.jpg,maps/train/COCO_train2014_000000204529.png
204537,train,train,images/images/train/COCO_train2014_000000204537.jpg,maps/train/COCO_train2014_000000204537.png
204657,train,train,images/images/train/COCO_train2014_000000204657.jpg,maps/train/COCO_train2014_000000204657.png
204690,train,train,images/images/train/COCO_train2014_000000204690.jpg,maps/train/COCO_train2014_000000204690.png
204700,train,train,images/images/train/COCO_train2014_000000204700.jpg,maps/train/COCO_train2014_000000204700.png
204735,train,train,images/images/train/COCO_train2014_000000204735.jpg,maps/train/COCO_train2014_000000204735.png
204759,train,train,images/images/train/COCO_train2014_000000204759.jpg,maps/train/COCO_train2014_000000204759.png
204777,train,train,images/images/train/COCO_train2014_000000204777.jpg,maps/train/COCO_train2014_000000204777.png
204837,train,train,images/images/train/COCO_train2014_000000204837.jpg,maps/train/COCO_train2014_000000204837.png
204863,train,train,images/images/train/COCO_train2014_000000204863.jpg,maps/train/COCO_train2014_000000204863.png
204981,train,train,images/images/train/COCO_train2014_000000204981.jpg,maps/train/COCO_train2014_000000204981.png
204987,train,train,images/images/train/COCO_train2014_000000204987.jpg,maps/train/COCO_train2014_000000204987.png
205055,train,train,images/images/train/COCO_train2014_000000205055.jpg,maps/train/COCO_train2014_000000205055.png
205125,train,train,images/images/train/COCO_train2014_000000205125.jpg,maps/train/COCO_train2014_000000205125.png
205221,train,train,images/images/train/COCO_train2014_000000205221.jpg,maps/train/COCO_train2014_000000205221.png
205274,train,train,images/images/train/COCO_train2014_000000205274.jpg,maps/train/COCO_train2014_000000205274.png
205313,train,train,images/images/train/COCO_train2014_000000205313.jpg,maps/train/COCO_train2014_000000205313.png
205334,train,train,images/images/train/COCO_train2014_000000205334.jpg,maps/train/COCO_train2014_000000205334.png
205460,train,train,images/images/train/COCO_train2014_000000205460.jpg,maps/train/COCO_train2014_000000205460.png
205560,train,train,images/images/train/COCO_train2014_000000205560.jpg,maps/train/COCO_train2014_000000205560.png
205564,train,train,images/images/train/COCO_train2014_000000205564.jpg,maps/train/COCO_train2014_000000205564.png
